Experiment,Orifice width,Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary corrected,,Rate,Size,regime,,Monodispersity,,,,,
965,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.100,,89.44,67.57,1.00,,1.50,,,,,
966,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.100,,107.19,52.79,1.00,,2.20,,,,,
967,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.100,,139.53,42.93,1.00,,2.59,,,,,
968,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.150,,169.24,62.54,1.00,,1.75,,,,,
969,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.150,,200.47,49.05,1.00,,2.14,,,,,
970,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.150,,313.88,37.51,1.00,,3.49,,,,,
971,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.200,,273.68,58.64,1.00,,1.74,,,,,
972,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.200,,381.39,43.57,1.00,,2.02,,,,,
973,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.200,,316.77,41.15,1.00,,1.49,,,,,
974,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.050,,31.55,75.91,1.00,,1.43,,,,,
975,75.00,2.02,4.02,2.06,3.04,2.94,14.00,0.050,,35.71,60.44,1.00,,2.13,,,,,
976,75.00,2.02,4.02,2.06,3.04,2.94,20.00,0.050,,48.99,48.30,1.00,,1.87,,,,,
977,75.00,2.02,4.02,2.06,3.04,2.94,13.00,0.260,,372.89,49.11,1.00,,1.78,,,,,
978,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.100,,142.47,48.57,1.00,,6.84,,,,,
979,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.100,,195.98,36.24,1.00,,2.01,,,,,
980,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.100,,256.82,29.40,1.00,,9.08,,,,,
981,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.150,,292.62,43.74,1.00,,4.19,,,,,
982,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.150,,367.00,33.65,1.00,,6.24,,,,,
983,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.150,,425.03,28.45,1.00,,4.46,,,,,
984,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.200,,453.02,41.61,1.00,,2.37,,,,,
985,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.200,,564.77,32.08,1.00,,2.30,,,,,
986,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.200,,621.65,27.59,1.00,,4.06,,,,,
987,75.00,1.00,2.19,1.00,2.01,2.15,8.00,0.050,,44.94,56.63,1.00,,1.22,,,,,
988,75.00,1.00,2.19,1.00,2.01,2.15,14.00,0.050,,54.85,43.97,1.00,,1.56,,,,,
989,75.00,1.00,2.19,1.00,2.01,2.15,20.00,0.050,,74.24,35.29,1.00,,2.84,,,,,
990,75.00,1.00,2.19,1.00,2.01,2.15,13.00,0.260,,721.53,33.08,1.00,,2.94,,,,,
991,75,1.253690988,2.18651821,1.153998739,2.041811185,2.281945242,22,0.242474858,,304.9283807,39.34399717,2,,1.769326791,,,,,
992,75,2.999434865,5.885792798,2.999981744,3.998201337,3.976055455,20.96348771,0.166720571,,30.20730503,94.48617909,2,,2.923698959,,,,,
993,100,2.998118492,2.001855995,1.5,3.000964272,3.500983081,19.01407164,0.074108306,,65.64337035,73.95377562,1,,5.683323917,,,,,
994,125,1.133846581,4.104441538,3,2.551043011,3.550103437,6.390758847,0.050698895,,60.65088757,85.57289048,1,,1.644676033,,,,,
995,100,1.988997389,4.967420955,2.999999409,2.005715564,2.49205898,13.02193868,1.052566941,,258.5914298,117.2838806,2,,3.916934609,,,,,
996,125,2.494597918,5.996703776,1.27435151,3.736411161,2.064123078,19.12431467,0.528766709,,44.88188976,142.9715619,2,,3.06825578,,,,,
997,150,2.51072006,3,2.99999952,2.99469775,2.000000102,9.919498818,0.528767786,,86.5064695,172.9682205,2,,1.590263176,,,,,
998,175,1.074674909,5.999992555,2.424421547,3.000308385,2.427695033,9.441822058,1.057534257,,45.89735208,239.0679302,2,,2.711101099,,,,,
